date_county,Daily Max 1-hour SO2 Concentration,DAILY_AQI_VALUE
"10/07/2017, Cuyahoga",5.0,7
"10/08/2017, Cuyahoga",0.0,0
"10/09/2017, Cuyahoga",0.0,0
"10/10/2017, Cuyahoga",1.0,1
"10/11/2017, Cuyahoga",0.0,0
"10/12/2017, Cuyahoga",0.0,0
"10/13/2017, Cuyahoga",3.0,4
"10/14/2017, Cuyahoga",7.0,10
"10/15/2017, Cuyahoga",0.0,0
"10/16/2017, Cuyahoga",9.0,13
"10/17/2017, Cuyahoga",5.0,7
"10/18/2017, Cuyahoga",10.0,14
"10/19/2017, Cuyahoga",3.0,4
"10/20/2017, Cuyahoga",40.0,56
"10/21/2017, Cuyahoga",17.0,24
"10/22/2017, Cuyahoga",19.0,27
"10/23/2017, Cuyahoga",12.0,17
"10/24/2017, Cuyahoga",1.0,1
"10/25/2017, Cuyahoga",0.0,0
"10/26/2017, Cuyahoga",13.0,19
"10/27/2017, Cuyahoga",11.0,16
"10/28/2017, Cuyahoga",0.0,0
"10/29/2017, Cuyahoga",1.0,1
"10/30/2017, Cuyahoga",0.0,0
"10/31/2017, Cuyahoga",1.0,1
"11/01/2017, Cuyahoga",2.0,3
"11/02/2017, Cuyahoga",3.0,4
"11/03/2017, Cuyahoga",0.0,0
"11/04/2017, Cuyahoga",1.0,1
"11/05/2017, Cuyahoga",0.0,0
"11/06/2017, Cuyahoga",0.0,0
"11/07/2017, Cuyahoga",0.0,0
"11/08/2017, Cuyahoga",10.0,14
"11/09/2017, Cuyahoga",10.0,14
"11/10/2017, Cuyahoga",0.0,0
"11/11/2017, Cuyahoga",26.0,37
"11/12/2017, Cuyahoga",8.0,11
"11/13/2017, Cuyahoga",1.0,1
"11/14/2017, Cuyahoga",2.0,3
"11/15/2017, Cuyahoga",5.0,7
"11/16/2017, Cuyahoga",0.0,0
"11/17/2017, Cuyahoga",3.0,4
"11/18/2017, Cuyahoga",0.0,0
"11/19/2017, Cuyahoga",0.0,0
"11/20/2017, Cuyahoga",1.0,1
"11/21/2017, Cuyahoga",1.0,1
"11/22/2017, Cuyahoga",0.0,0
"11/23/2017, Cuyahoga",0.0,0
"11/24/2017, Cuyahoga",9.0,13
"11/25/2017, Cuyahoga",0.0,0
"11/26/2017, Cuyahoga",0.0,0
"11/29/2017, Cuyahoga",1.0,1
"11/30/2017, Cuyahoga",10.0,14
"12/01/2017, Cuyahoga",1.0,1
"12/02/2017, Cuyahoga",7.0,10
"12/03/2017, Cuyahoga",7.0,10
"12/04/2017, Cuyahoga",17.0,24
"12/05/2017, Cuyahoga",1.0,1
"12/06/2017, Cuyahoga",0.0,0
"12/07/2017, Cuyahoga",0.0,0
"12/08/2017, Cuyahoga",0.0,0
"12/09/2017, Cuyahoga",5.0,7
"12/10/2017, Cuyahoga",0.0,0
"12/11/2017, Cuyahoga",1.0,1
"12/12/2017, Cuyahoga",0.0,0
"12/13/2017, Cuyahoga",0.0,0
"12/14/2017, Cuyahoga",0.0,0
"12/15/2017, Cuyahoga",3.0,4
"12/16/2017, Cuyahoga",1.0,1
"12/17/2017, Cuyahoga",2.0,3
"12/18/2017, Cuyahoga",0.0,0
"12/19/2017, Cuyahoga",0.0,0
"12/20/2017, Cuyahoga",0.0,0
"12/21/2017, Cuyahoga",0.0,0
"12/22/2017, Cuyahoga",1.0,1
"12/23/2017, Cuyahoga",0.0,0
"12/24/2017, Cuyahoga",0.0,0
"12/25/2017, Cuyahoga",0.0,0
"12/26/2017, Cuyahoga",0.0,0
"12/27/2017, Cuyahoga",1.0,1
"12/28/2017, Cuyahoga",2.0,3
"12/29/2017, Cuyahoga",1.0,1
"12/30/2017, Cuyahoga",0.0,0
"12/31/2017, Cuyahoga",1.0,1
"01/01/2017, Cuyahoga",4.9,6
"01/02/2017, Cuyahoga",1.8,1
"01/03/2017, Cuyahoga",0.9,0
"01/04/2017, Cuyahoga",0.1,0
"01/05/2017, Cuyahoga",0.2,0
"01/06/2017, Cuyahoga",0.4,0
"01/07/2017, Cuyahoga",0.5,0
"01/08/2017, Cuyahoga",1.5,1
"01/09/2017, Cuyahoga",7.9,10
"01/10/2017, Cuyahoga",1.3,1
"01/11/2017, Cuyahoga",4.9,6
"01/12/2017, Cuyahoga",9.7,13
"01/13/2017, Cuyahoga",10.0,14
"01/14/2017, Cuyahoga",1.0,1
"01/15/2017, Cuyahoga",7.7,10
"01/16/2017, Cuyahoga",2.5,3
"01/17/2017, Cuyahoga",0.5,0
"01/18/2017, Cuyahoga",0.1,0
"01/19/2017, Cuyahoga",0.3,0
"01/20/2017, Cuyahoga",0.9,0
"01/21/2017, Cuyahoga",3.6,4
"01/22/2017, Cuyahoga",1.7,1
"01/23/2017, Cuyahoga",0.1,0
"01/24/2017, Cuyahoga",3.4,4
"01/25/2017, Cuyahoga",3.0,4
"01/26/2017, Cuyahoga",0.0,0
"01/27/2017, Cuyahoga",0.2,0
"01/28/2017, Cuyahoga",0.1,0
"01/29/2017, Cuyahoga",0.2,0
"01/30/2017, Cuyahoga",3.5,4
"01/31/2017, Cuyahoga",1.0,1
"02/01/2017, Cuyahoga",0.4,0
"02/02/2017, Cuyahoga",0.2,0
"02/03/2017, Cuyahoga",0.2,0
"02/04/2017, Cuyahoga",4.4,6
"02/05/2017, Cuyahoga",1.4,1
"02/06/2017, Cuyahoga",5.2,7
"02/07/2017, Cuyahoga",0.9,0
"02/08/2017, Cuyahoga",0.1,0
"02/09/2017, Cuyahoga",0.3,0
"02/10/2017, Cuyahoga",10.9,14
"02/11/2017, Cuyahoga",0.8,0
"02/12/2017, Cuyahoga",0.2,0
"02/13/2017, Cuyahoga",1.2,1
"02/14/2017, Cuyahoga",1.4,1
"02/15/2017, Cuyahoga",0.2,0
"02/16/2017, Cuyahoga",3.1,4
"02/17/2017, Cuyahoga",12.1,17
"02/18/2017, Cuyahoga",1.0,1
"02/19/2017, Cuyahoga",0.6,0
"02/20/2017, Cuyahoga",2.3,3
"02/21/2017, Cuyahoga",5.7,7
"02/22/2017, Cuyahoga",4.0,6
"02/23/2017, Cuyahoga",0.7,0
"02/24/2017, Cuyahoga",7.4,10
"02/25/2017, Cuyahoga",0.0,0
"02/26/2017, Cuyahoga",0.2,0
"02/27/2017, Cuyahoga",1.0,1
"02/28/2017, Cuyahoga",5.7,7
"03/01/2017, Cuyahoga",1.0,1
"03/02/2017, Cuyahoga",0.0,0
"03/03/2017, Cuyahoga",0.0,0
"03/04/2017, Cuyahoga",0.0,0
"03/05/2017, Cuyahoga",2.0,3
"03/06/2017, Cuyahoga",11.0,16
"03/07/2017, Cuyahoga",1.0,1
"03/10/2017, Cuyahoga",0.0,0
"03/11/2017, Cuyahoga",1.0,1
"03/12/2017, Cuyahoga",0.0,0
"03/13/2017, Cuyahoga",0.0,0
"03/14/2017, Cuyahoga",0.0,0
"03/15/2017, Cuyahoga",0.0,0
"03/16/2017, Cuyahoga",0.0,0
"03/17/2017, Cuyahoga",8.0,11
"03/18/2017, Cuyahoga",0.0,0
"03/19/2017, Cuyahoga",1.0,1
"03/20/2017, Cuyahoga",4.0,6
"03/21/2017, Cuyahoga",0.0,0
"03/22/2017, Cuyahoga",0.0,0
"03/23/2017, Cuyahoga",2.0,3
"03/24/2017, Cuyahoga",2.0,3
"03/25/2017, Cuyahoga",3.0,4
"03/26/2017, Cuyahoga",2.0,3
"03/27/2017, Cuyahoga",0.0,0
"03/28/2017, Cuyahoga",0.0,0
"03/29/2017, Cuyahoga",0.0,0
"03/30/2017, Cuyahoga",0.0,0
"03/31/2017, Cuyahoga",0.0,0
"04/01/2017, Cuyahoga",0.0,0
"04/02/2017, Cuyahoga",2.0,3
"04/03/2017, Cuyahoga",5.0,7
"04/04/2017, Cuyahoga",0.0,0
"04/05/2017, Cuyahoga",0.0,0
"04/06/2017, Cuyahoga",0.0,0
"04/07/2017, Cuyahoga",0.0,0
"04/08/2017, Cuyahoga",3.0,4
"04/09/2017, Cuyahoga",13.0,19
"04/10/2017, Cuyahoga",11.0,16
"04/11/2017, Cuyahoga",0.0,0
"04/12/2017, Cuyahoga",0.0,0
"04/13/2017, Cuyahoga",0.0,0
"04/14/2017, Cuyahoga",1.0,1
"04/15/2017, Cuyahoga",4.0,6
"04/16/2017, Cuyahoga",0.0,0
"04/17/2017, Cuyahoga",0.0,0
"04/18/2017, Cuyahoga",1.0,1
"04/19/2017, Cuyahoga",10.0,14
"04/20/2017, Cuyahoga",0.0,0
"04/21/2017, Cuyahoga",0.0,0
"04/22/2017, Cuyahoga",0.0,0
"04/23/2017, Cuyahoga",1.0,1
"04/24/2017, Cuyahoga",9.0,13
"04/25/2017, Cuyahoga",0.0,0
"04/26/2017, Cuyahoga",9.0,13
"04/27/2017, Cuyahoga",5.0,7
"04/28/2017, Cuyahoga",0.0,0
"04/29/2017, Cuyahoga",0.0,0
"04/30/2017, Cuyahoga",1.0,1
"05/01/2017, Cuyahoga",3.0,4
"05/02/2017, Cuyahoga",0.0,0
"05/03/2017, Cuyahoga",0.0,0
"05/04/2017, Cuyahoga",0.0,0
"05/05/2017, Cuyahoga",0.0,0
"05/06/2017, Cuyahoga",0.0,0
"05/07/2017, Cuyahoga",1.0,1
"05/08/2017, Cuyahoga",1.0,1
"05/09/2017, Cuyahoga",10.0,14
"05/10/2017, Cuyahoga",1.0,1
"05/11/2017, Cuyahoga",0.0,0
"05/12/2017, Cuyahoga",0.0,0
"05/13/2017, Cuyahoga",0.0,0
"05/14/2017, Cuyahoga",2.0,3
"05/15/2017, Cuyahoga",3.0,4
"05/16/2017, Cuyahoga",2.0,3
"05/17/2017, Cuyahoga",5.0,7
"05/18/2017, Cuyahoga",0.0,0
"05/19/2017, Cuyahoga",0.0,0
"05/20/2017, Cuyahoga",0.0,0
"05/21/2017, Cuyahoga",1.0,1
"05/22/2017, Cuyahoga",14.0,20
"05/23/2017, Cuyahoga",10.0,14
"05/24/2017, Cuyahoga",3.0,4
"05/25/2017, Cuyahoga",0.0,0
"05/26/2017, Cuyahoga",0.0,0
"05/27/2017, Cuyahoga",1.0,1
"05/28/2017, Cuyahoga",10.0,14
"05/29/2017, Cuyahoga",8.0,11
"05/30/2017, Cuyahoga",6.0,9
"05/31/2017, Cuyahoga",12.0,17
"06/01/2017, Cuyahoga",9.0,13
"06/02/2017, Cuyahoga",10.0,14
"06/03/2017, Cuyahoga",1.0,1
"06/04/2017, Cuyahoga",1.0,1
"06/05/2017, Cuyahoga",0.0,0
"06/06/2017, Cuyahoga",0.0,0
"06/07/2017, Cuyahoga",0.0,0
"06/08/2017, Cuyahoga",5.0,7
"06/09/2017, Cuyahoga",17.0,24
"06/10/2017, Cuyahoga",0.0,0
"06/11/2017, Cuyahoga",9.0,13
"06/12/2017, Cuyahoga",1.0,1
"06/13/2017, Cuyahoga",3.0,4
"06/14/2017, Cuyahoga",2.0,3
"06/15/2017, Cuyahoga",13.0,19
"06/16/2017, Cuyahoga",7.0,10
"06/17/2017, Cuyahoga",5.0,7
"06/18/2017, Cuyahoga",0.0,0
"06/19/2017, Cuyahoga",1.0,1
"06/20/2017, Cuyahoga",0.0,0
"06/21/2017, Cuyahoga",2.0,3
"06/22/2017, Cuyahoga",4.0,6
"06/23/2017, Cuyahoga",0.0,0
"06/24/2017, Cuyahoga",0.0,0
"06/25/2017, Cuyahoga",0.0,0
"06/26/2017, Cuyahoga",0.0,0
"06/27/2017, Cuyahoga",8.0,11
"06/28/2017, Cuyahoga",7.0,10
"06/29/2017, Cuyahoga",7.0,10
"06/30/2017, Cuyahoga",1.0,1
"07/01/2017, Cuyahoga",1.9,1
"07/02/2017, Cuyahoga",0.5,0
"07/03/2017, Cuyahoga",4.2,6
"07/04/2017, Cuyahoga",2.2,3
"07/05/2017, Cuyahoga",0.4,0
"07/06/2017, Cuyahoga",14.2,20
"07/07/2017, Cuyahoga",0.9,0
"07/08/2017, Cuyahoga",9.1,13
"07/09/2017, Cuyahoga",8.0,11
"07/10/2017, Cuyahoga",8.9,11
"07/11/2017, Cuyahoga",0.6,0
"07/12/2017, Cuyahoga",0.5,0
"07/13/2017, Cuyahoga",0.1,0
"07/14/2017, Cuyahoga",0.3,0
"07/15/2017, Cuyahoga",3.4,4
"07/16/2017, Cuyahoga",6.8,9
"07/17/2017, Cuyahoga",0.6,0
"07/18/2017, Cuyahoga",40.9,56
"07/19/2017, Cuyahoga",6.4,9
"07/20/2017, Cuyahoga",4.3,6
"07/21/2017, Cuyahoga",4.6,6
"07/22/2017, Cuyahoga",2.9,3
"07/23/2017, Cuyahoga",0.2,0
"07/24/2017, Cuyahoga",1.0,1
"07/25/2017, Cuyahoga",1.4,1
"07/26/2017, Cuyahoga",6.0,9
"07/27/2017, Cuyahoga",6.6,9
"07/28/2017, Cuyahoga",0.6,0
"07/29/2017, Cuyahoga",0.6,0
"07/30/2017, Cuyahoga",0.3,0
"07/31/2017, Cuyahoga",24.4,34
"08/01/2017, Cuyahoga",28.4,40
"08/02/2017, Cuyahoga",29.8,41
"08/03/2017, Cuyahoga",9.9,13
"08/04/2017, Cuyahoga",1.8,1
"08/05/2017, Cuyahoga",0.9,0
"08/06/2017, Cuyahoga",7.2,10
"08/07/2017, Cuyahoga",4.9,6
"08/08/2017, Cuyahoga",18.7,26
"08/09/2017, Cuyahoga",14.3,20
"08/10/2017, Cuyahoga",7.7,10
"08/11/2017, Cuyahoga",5.1,7
"08/12/2017, Cuyahoga",0.5,0
"08/13/2017, Cuyahoga",3.2,4
"08/14/2017, Cuyahoga",11.0,16
"08/15/2017, Cuyahoga",8.2,11
"08/16/2017, Cuyahoga",1.4,1
"08/17/2017, Cuyahoga",3.2,4
"08/18/2017, Cuyahoga",0.4,0
"08/19/2017, Cuyahoga",2.5,3
"08/20/2017, Cuyahoga",6.9,9
"08/21/2017, Cuyahoga",3.3,4
"08/22/2017, Cuyahoga",2.3,3
"08/23/2017, Cuyahoga",2.0,3
"08/24/2017, Cuyahoga",4.7,6
"08/25/2017, Cuyahoga",1.5,1
"08/26/2017, Cuyahoga",30.9,43
"08/27/2017, Cuyahoga",10.4,14
"08/28/2017, Cuyahoga",4.4,6
"08/29/2017, Cuyahoga",2.1,3
"08/30/2017, Cuyahoga",5.4,7
"08/31/2017, Cuyahoga",1.6,1
"09/01/2017, Cuyahoga",0.2,0
"09/02/2017, Cuyahoga",0.7,0
"09/03/2017, Cuyahoga",1.5,1
"09/04/2017, Cuyahoga",0.9,0
"09/05/2017, Cuyahoga",0.6,0
"09/06/2017, Cuyahoga",0.5,0
"09/07/2017, Cuyahoga",0.2,0
"09/08/2017, Cuyahoga",0.3,0
"09/09/2017, Cuyahoga",0.5,0
"09/10/2017, Cuyahoga",3.5,4
"09/11/2017, Cuyahoga",6.6,9
"09/12/2017, Cuyahoga",2.2,3
"09/13/2017, Cuyahoga",4.7,6
"09/14/2017, Cuyahoga",2.2,3
"09/15/2017, Cuyahoga",2.8,3
"09/16/2017, Cuyahoga",14.2,20
"09/17/2017, Cuyahoga",7.5,10
"09/18/2017, Cuyahoga",4.1,6
"09/19/2017, Cuyahoga",6.7,9
"09/20/2017, Cuyahoga",6.6,9
"09/21/2017, Cuyahoga",15.0,21
"09/22/2017, Cuyahoga",19.3,27
"09/23/2017, Cuyahoga",18.7,26
"09/24/2017, Cuyahoga",13.0,19
"09/25/2017, Cuyahoga",6.1,9
"09/26/2017, Cuyahoga",37.9,52
"09/27/2017, Cuyahoga",99.1,111
"09/28/2017, Cuyahoga",0.7,0
"09/29/2017, Cuyahoga",5.8,7
"09/30/2017, Cuyahoga",0.2,0
"10/01/2017, Cuyahoga",24.7,34
"10/02/2017, Cuyahoga",56.3,76
"10/03/2017, Cuyahoga",29.9,41
"10/04/2017, Cuyahoga",62.9,84
"10/05/2017, Cuyahoga",0.5,0
"10/06/2017, Cuyahoga",1.1,1
"10/07/2017, Cuyahoga",5.1,7
"10/08/2017, Cuyahoga",0.1,0
"10/09/2017, Cuyahoga",0.3,0
"10/10/2017, Cuyahoga",1.4,1
"10/11/2017, Cuyahoga",0.1,0
"10/12/2017, Cuyahoga",0.7,0
"10/13/2017, Cuyahoga",2.7,3
"10/14/2017, Cuyahoga",7.4,10
"10/15/2017, Cuyahoga",0.3,0
"10/16/2017, Cuyahoga",9.6,13
"10/17/2017, Cuyahoga",4.8,6
"10/18/2017, Cuyahoga",10.0,14
"10/19/2017, Cuyahoga",3.5,4
"10/20/2017, Cuyahoga",41.1,57
"10/21/2017, Cuyahoga",17.1,24
"10/22/2017, Cuyahoga",18.8,26
"10/23/2017, Cuyahoga",12.0,17
"10/24/2017, Cuyahoga",0.7,0
"10/25/2017, Cuyahoga",0.0,0
"10/26/2017, Cuyahoga",13.6,19
"10/27/2017, Cuyahoga",11.4,16
"10/28/2017, Cuyahoga",0.0,0
"10/29/2017, Cuyahoga",0.5,0
"10/30/2017, Cuyahoga",0.2,0
"10/31/2017, Cuyahoga",0.6,0
"11/01/2017, Cuyahoga",1.8,1
"11/02/2017, Cuyahoga",3.0,4
"11/03/2017, Cuyahoga",0.1,0
"11/04/2017, Cuyahoga",2.0,3
"11/05/2017, Cuyahoga",0.6,0
"11/06/2017, Cuyahoga",0.0,0
"11/07/2017, Cuyahoga",0.3,0
"11/08/2017, Cuyahoga",10.6,14
"11/09/2017, Cuyahoga",11.1,16
"11/10/2017, Cuyahoga",0.8,0
"11/11/2017, Cuyahoga",27.4,39
"11/12/2017, Cuyahoga",8.8,11
"11/13/2017, Cuyahoga",1.5,1
"11/14/2017, Cuyahoga",2.7,3
"11/15/2017, Cuyahoga",5.9,7
"11/16/2017, Cuyahoga",0.1,0
"11/17/2017, Cuyahoga",2.9,3
"11/18/2017, Cuyahoga",4.4,6
"11/19/2017, Cuyahoga",0.0,0
"11/20/2017, Cuyahoga",1.5,1
"11/21/2017, Cuyahoga",1.1,1
"11/22/2017, Cuyahoga",0.7,0
"11/23/2017, Cuyahoga",0.8,0
"11/24/2017, Cuyahoga",9.5,13
"11/25/2017, Cuyahoga",0.5,0
"11/26/2017, Cuyahoga",0.3,0
"11/29/2017, Cuyahoga",1.2,1
"11/30/2017, Cuyahoga",10.6,14
"12/01/2017, Cuyahoga",1.4,1
"12/02/2017, Cuyahoga",6.9,9
"12/03/2017, Cuyahoga",7.1,10
"12/04/2017, Cuyahoga",17.2,24
"12/05/2017, Cuyahoga",0.8,0
"12/06/2017, Cuyahoga",0.5,0
"12/07/2017, Cuyahoga",0.2,0
"12/08/2017, Cuyahoga",0.1,0
"12/09/2017, Cuyahoga",5.4,7
"12/10/2017, Cuyahoga",0.4,0
"12/11/2017, Cuyahoga",1.1,1
"12/12/2017, Cuyahoga",0.3,0
"12/13/2017, Cuyahoga",0.4,0
"12/14/2017, Cuyahoga",0.3,0
"12/15/2017, Cuyahoga",3.3,4
"12/16/2017, Cuyahoga",1.0,1
"12/17/2017, Cuyahoga",2.0,3
"12/18/2017, Cuyahoga",0.2,0
"12/19/2017, Cuyahoga",0.1,0
"12/20/2017, Cuyahoga",0.2,0
"12/21/2017, Cuyahoga",0.7,0
"12/22/2017, Cuyahoga",0.9,0
"12/23/2017, Cuyahoga",0.0,0
"12/24/2017, Cuyahoga",0.1,0
"12/25/2017, Cuyahoga",0.1,0
"12/26/2017, Cuyahoga",0.2,0
"12/27/2017, Cuyahoga",1.1,1
"12/28/2017, Cuyahoga",2.0,3
"12/29/2017, Cuyahoga",1.2,1
"12/30/2017, Cuyahoga",0.2,0
"12/31/2017, Cuyahoga",1.0,1
"01/01/2017, Cuyahoga",0.0,0
"01/02/2017, Cuyahoga",0.0,0
"01/03/2017, Cuyahoga",0.0,0
"01/04/2017, Cuyahoga",0.0,0
"01/05/2017, Cuyahoga",0.0,0
"01/06/2017, Cuyahoga",0.0,0
"01/07/2017, Cuyahoga",0.0,0
"01/08/2017, Cuyahoga",0.0,0
"01/09/2017, Cuyahoga",5.0,7
"01/10/2017, Cuyahoga",6.0,9
"01/11/2017, Cuyahoga",1.0,1
"01/12/2017, Cuyahoga",0.0,0
"01/13/2017, Cuyahoga",0.0,0
"01/14/2017, Cuyahoga",0.0,0
"01/15/2017, Cuyahoga",0.0,0
"01/16/2017, Cuyahoga",0.0,0
"01/17/2017, Cuyahoga",0.0,0
"01/18/2017, Cuyahoga",0.0,0
"01/19/2017, Cuyahoga",0.0,0
"01/20/2017, Cuyahoga",1.0,1
"01/21/2017, Cuyahoga",0.0,0
"01/22/2017, Cuyahoga",0.0,0
"01/23/2017, Cuyahoga",0.0,0
"01/24/2017, Cuyahoga",0.0,0
"01/25/2017, Cuyahoga",0.0,0
"01/26/2017, Cuyahoga",0.0,0
"01/27/2017, Cuyahoga",0.0,0
"01/28/2017, Cuyahoga",0.0,0
"01/29/2017, Cuyahoga",0.0,0
"01/30/2017, Cuyahoga",0.0,0
"01/31/2017, Cuyahoga",0.0,0
"02/01/2017, Cuyahoga",0.0,0
"02/02/2017, Cuyahoga",0.0,0
"02/03/2017, Cuyahoga",0.0,0
"02/04/2017, Cuyahoga",1.0,1
"02/05/2017, Cuyahoga",1.0,1
"02/06/2017, Cuyahoga",0.0,0
"02/07/2017, Cuyahoga",0.0,0
"02/08/2017, Cuyahoga",0.0,0
"02/09/2017, Cuyahoga",0.0,0
"02/10/2017, Cuyahoga",37.0,52
"02/11/2017, Cuyahoga",13.0,19
"02/12/2017, Cuyahoga",0.0,0
"02/13/2017, Cuyahoga",4.0,6
"02/14/2017, Cuyahoga",2.0,3
"02/15/2017, Cuyahoga",0.0,0
"02/16/2017, Cuyahoga",0.0,0
"02/17/2017, Cuyahoga",16.0,23
"02/18/2017, Cuyahoga",4.0,6
"02/19/2017, Cuyahoga",5.0,7
"02/20/2017, Cuyahoga",4.0,6
"02/21/2017, Cuyahoga",15.0,21
"02/22/2017, Cuyahoga",2.0,3
"02/23/2017, Cuyahoga",1.0,1
"02/24/2017, Cuyahoga",11.0,16
"02/25/2017, Cuyahoga",1.0,1
"02/26/2017, Cuyahoga",1.0,1
"02/27/2017, Cuyahoga",2.0,3
"02/28/2017, Cuyahoga",1.0,1
"03/01/2017, Cuyahoga",1.0,1
"03/02/2017, Cuyahoga",0.0,0
"03/03/2017, Cuyahoga",0.0,0
"03/04/2017, Cuyahoga",0.0,0
"03/05/2017, Cuyahoga",1.0,1
"03/06/2017, Cuyahoga",28.0,40
"03/07/2017, Cuyahoga",0.0,0
"03/08/2017, Cuyahoga",0.0,0
"03/09/2017, Cuyahoga",0.0,0
"03/10/2017, Cuyahoga",1.0,1
"03/11/2017, Cuyahoga",0.0,0
"03/12/2017, Cuyahoga",0.0,0
"03/13/2017, Cuyahoga",0.0,0
"03/14/2017, Cuyahoga",1.0,1
"03/15/2017, Cuyahoga",1.0,1
"03/16/2017, Cuyahoga",0.0,0
"03/17/2017, Cuyahoga",2.0,3
"03/18/2017, Cuyahoga",0.0,0
"03/19/2017, Cuyahoga",0.0,0
"03/20/2017, Cuyahoga",0.0,0
"03/21/2017, Cuyahoga",0.0,0
"03/22/2017, Cuyahoga",0.0,0
"03/23/2017, Cuyahoga",9.0,13
"03/24/2017, Cuyahoga",0.0,0
"03/25/2017, Cuyahoga",0.0,0
"03/26/2017, Cuyahoga",0.0,0
"03/27/2017, Cuyahoga",0.0,0
"03/28/2017, Cuyahoga",0.0,0
"03/29/2017, Cuyahoga",0.0,0
"03/30/2017, Cuyahoga",0.0,0
"03/31/2017, Cuyahoga",1.0,1
"04/01/2017, Cuyahoga",1.0,1
"04/02/2017, Cuyahoga",1.0,1
"04/03/2017, Cuyahoga",1.0,1
"04/04/2017, Cuyahoga",0.0,0
"04/05/2017, Cuyahoga",0.0,0
"04/06/2017, Cuyahoga",0.0,0
"04/07/2017, Cuyahoga",0.0,0
"04/08/2017, Cuyahoga",4.0,6
"04/09/2017, Cuyahoga",13.0,19
"04/10/2017, Cuyahoga",7.0,10
"04/11/2017, Cuyahoga",0.0,0
"04/12/2017, Cuyahoga",0.0,0
"04/13/2017, Cuyahoga",0.0,0
"04/14/2017, Cuyahoga",0.0,0
"04/15/2017, Cuyahoga",0.0,0
"04/16/2017, Cuyahoga",0.0,0
"04/17/2017, Cuyahoga",0.0,0
"04/18/2017, Cuyahoga",1.0,1
"04/19/2017, Cuyahoga",10.0,14
"04/20/2017, Cuyahoga",0.0,0
"04/21/2017, Cuyahoga",0.0,0
"04/22/2017, Cuyahoga",0.0,0
"04/23/2017, Cuyahoga",0.0,0
"04/24/2017, Cuyahoga",1.0,1
"04/25/2017, Cuyahoga",0.0,0
"04/26/2017, Cuyahoga",2.0,3
"04/27/2017, Cuyahoga",0.0,0
"04/28/2017, Cuyahoga",0.0,0
"04/29/2017, Cuyahoga",0.0,0
"04/30/2017, Cuyahoga",0.0,0
"05/01/2017, Cuyahoga",0.0,0
"05/02/2017, Cuyahoga",0.0,0
"05/03/2017, Cuyahoga",0.0,0
"05/04/2017, Cuyahoga",0.0,0
"05/05/2017, Cuyahoga",0.0,0
"05/06/2017, Cuyahoga",0.0,0
"05/07/2017, Cuyahoga",1.0,1
"05/08/2017, Cuyahoga",1.0,1
"05/09/2017, Cuyahoga",3.0,4
"05/10/2017, Cuyahoga",1.0,1
"05/11/2017, Cuyahoga",0.0,0
"05/12/2017, Cuyahoga",1.0,1
"05/13/2017, Cuyahoga",2.0,3
"05/14/2017, Cuyahoga",1.0,1
"05/15/2017, Cuyahoga",2.0,3
"05/16/2017, Cuyahoga",6.0,9
"05/17/2017, Cuyahoga",1.0,1
"05/18/2017, Cuyahoga",1.0,1
"05/19/2017, Cuyahoga",1.0,1
"05/20/2017, Cuyahoga",1.0,1
"05/21/2017, Cuyahoga",1.0,1
"05/22/2017, Cuyahoga",1.0,1
"05/23/2017, Cuyahoga",1.0,1
"05/24/2017, Cuyahoga",1.0,1
"05/25/2017, Cuyahoga",1.0,1
"05/26/2017, Cuyahoga",1.0,1
"05/27/2017, Cuyahoga",1.0,1
"05/28/2017, Cuyahoga",2.0,3
"06/01/2017, Cuyahoga",2.0,3
"06/02/2017, Cuyahoga",5.0,7
"06/03/2017, Cuyahoga",3.0,4
"06/04/2017, Cuyahoga",2.0,3
"06/07/2017, Cuyahoga",1.0,1
"06/08/2017, Cuyahoga",7.0,10
"06/09/2017, Cuyahoga",2.0,3
"06/10/2017, Cuyahoga",1.0,1
"06/11/2017, Cuyahoga",1.0,1
"06/12/2017, Cuyahoga",3.0,4
"06/13/2017, Cuyahoga",3.0,4
"06/14/2017, Cuyahoga",6.0,9
"06/15/2017, Cuyahoga",5.0,7
"06/16/2017, Cuyahoga",3.0,4
"06/17/2017, Cuyahoga",3.0,4
"06/18/2017, Cuyahoga",2.0,3
"06/19/2017, Cuyahoga",2.0,3
"06/20/2017, Cuyahoga",3.0,4
"06/21/2017, Cuyahoga",4.0,6
"06/22/2017, Cuyahoga",3.0,4
"06/23/2017, Cuyahoga",2.0,3
"06/24/2017, Cuyahoga",2.0,3
"06/25/2017, Cuyahoga",1.0,1
"06/26/2017, Cuyahoga",0.0,0
"06/27/2017, Cuyahoga",1.0,1
"06/28/2017, Cuyahoga",0.0,0
"06/29/2017, Cuyahoga",2.0,3
"06/30/2017, Cuyahoga",3.0,4
"07/01/2017, Cuyahoga",2.0,3
"07/02/2017, Cuyahoga",2.0,3
"07/03/2017, Cuyahoga",2.0,3
"07/04/2017, Cuyahoga",3.0,4
"07/05/2017, Cuyahoga",9.0,13
"07/06/2017, Cuyahoga",7.0,10
"07/07/2017, Cuyahoga",4.0,6
"07/08/2017, Cuyahoga",2.0,3
"07/09/2017, Cuyahoga",2.0,3
"07/10/2017, Cuyahoga",2.0,3
"07/11/2017, Cuyahoga",2.0,3
"07/12/2017, Cuyahoga",1.0,1
"07/13/2017, Cuyahoga",2.0,3
