date_county,Daily Max 8-hour CO Concentration,DAILY_AQI_VALUE
"10/27/2017, Lake",0.1,1
"10/28/2017, Lake",0.1,1
"10/29/2017, Lake",0.2,2
"10/30/2017, Lake",0.1,1
"10/31/2017, Lake",0.2,2
"11/01/2017, Lake",0.2,2
"11/02/2017, Lake",0.1,1
"11/03/2017, Lake",0.1,1
"11/04/2017, Lake",0.2,2
"11/05/2017, Lake",0.1,1
"11/06/2017, Lake",0.2,2
"11/07/2017, Lake",0.4,5
"11/08/2017, Lake",0.3,3
"11/09/2017, Lake",0.3,3
"11/10/2017, Lake",0.2,2
"11/11/2017, Lake",0.1,1
"11/12/2017, Lake",0.1,1
"11/13/2017, Lake",0.1,1
"11/14/2017, Lake",0.0,0
"11/15/2017, Lake",0.0,0
"11/16/2017, Lake",0.0,0
"11/17/2017, Lake",0.1,1
"11/18/2017, Lake",0.0,0
"11/19/2017, Lake",0.0,0
"11/20/2017, Lake",0.1,1
"11/21/2017, Lake",0.1,1
"11/22/2017, Lake",0.1,1
"11/23/2017, Lake",0.1,1
"11/24/2017, Lake",0.1,1
"11/25/2017, Lake",0.0,0
"11/26/2017, Lake",0.0,0
"11/27/2017, Lake",0.2,2
"11/28/2017, Lake",0.1,1
"11/29/2017, Lake",0.2,2
"11/30/2017, Lake",0.3,3
"12/01/2017, Lake",0.3,3
"12/02/2017, Lake",0.5,6
"12/03/2017, Lake",0.4,5
"12/04/2017, Lake",0.4,5
"12/05/2017, Lake",0.2,2
"12/06/2017, Lake",0.2,2
"12/07/2017, Lake",0.2,2
"12/08/2017, Lake",0.3,3
"12/09/2017, Lake",0.3,3
"12/10/2017, Lake",0.2,2
"12/11/2017, Lake",0.3,3
"12/12/2017, Lake",0.2,2
"12/13/2017, Lake",0.3,3
"12/14/2017, Lake",0.3,3
"12/15/2017, Lake",0.1,1
"12/16/2017, Lake",0.1,1
"12/17/2017, Lake",0.2,2
"12/18/2017, Lake",0.1,1
"12/19/2017, Lake",0.0,0
"12/20/2017, Lake",0.2,2
"12/21/2017, Lake",0.2,2
"12/22/2017, Lake",0.2,2
"12/23/2017, Lake",0.2,2
"12/24/2017, Lake",0.1,1
"12/25/2017, Lake",0.1,1
"12/26/2017, Lake",0.1,1
"12/27/2017, Lake",0.1,1
"12/28/2017, Lake",0.2,2
"12/29/2017, Lake",0.1,1
"12/30/2017, Lake",0.1,1
"12/31/2017, Lake",0.0,0
